Tutorial Group,Student ID,School,Name,Gender,CGPA
G-41,870,CCEB,Khairul Bin Jamil,Male,4.2
G-41,2627,EEE,Lana Wang,Female,3.95
G-41,4885,MAE,Leah Wang,Female,4.03
G-41,5716,ASE,Leo Flores,Male,4.14
G-41,5112,MSE,Lily Roberts,Female,4.19
G-41,313,SPMS,Lina Zhao,Female,4
G-41,622,CEE,Ling Yu,Female,4.19
G-41,5873,CoE,Mason Garcia,Male,4.17
G-41,3487,CCEB,Min-Seok Lee,Male,4.12
G-41,3660,CoB (NBS),Nikhil Joshi,Male,4.2
G-41,4979,CoB (NBS),Owen Tan,Male,3.88
G-41,4685,CCDS,Phoebe Wang,Female,3.95
G-41,5771,SBS,Priya Mehta,Female,4.14
G-41,3022,MAE,Rebecca Tan,Female,4.16
G-41,1214,EEE,Riley Brown,Male,3.94
G-41,3565,CoB (NBS),Riley Campbell,Female,3.89
G-41,2823,LKCMedicine,Riley Yang,Female,4.03
G-41,1249,EEE,Rishabh Sharma,Male,4.19
G-41,1604,EEE,Ryoji Yamamoto,Male,4.2
G-41,371,SPMS,Samantha Murphy,Female,4.26
G-41,318,LKCMedicine,Samia Bukhari,Female,4.17
G-41,499,CCDS,Samuel Lin,Male,4.12
G-41,3802,CoE,Shahid Waseem,Male,3.89
G-41,3962,CCDS,Siddharth Rao,Male,4.1
G-41,2038,ADM,Tariq Bin Ali,Male,4.15
G-41,4242,SoH,Victor Leonov,Male,3.91
G-41,1867,MAE,Vikram Nair,Male,4.25
G-41,1954,CEE,Vinay Nair,Male,4.15
G-41,1794,CEE,Xia Yan,Female,4.11
G-41,1363,MAE,Xing Chen,Female,3.85
G-41,5673,SSS,Xing Li,Female,4.03
G-41,4807,SoH,Yuna Lee,Female,4.1
G-42,1421,MAE,Ali Salam,Male,4.02
G-42,1870,EEE,Anushka Reddy,Female,4.52
G-42,5154,MSE,Ava Miller,Female,4.09
G-42,2982,SoH,Brenda Yip,Female,3.88
G-42,3857,CCDS,Cheng Yu,Male,4.2
G-42,1400,SSS,Chloe Young,Female,4.03
G-42,587,CCDS,Colton Zhao,Male,4.01
G-42,5333,CCEB,Dallas Liu,Male,4.03
G-42,376,ADM,Dante Hughes,Male,4.2
G-42,5270,MSE,Darren Lee,Male,3.93
G-42,1011,SPMS,Dinesh Patil,Male,4.11
G-42,1640,MSE,Gavin White,Male,4.06
G-42,3679,EEE,Grace King,Female,4.03
G-42,1588,EEE,Haruki Fujii,Male,4.18
G-42,4050,CCDS,Heng Yi Lim,Male,4.2
G-42,4117,CCDS,Hina Ahmad,Female,4.17
G-42,1476,EEE,Holly Morales,Female,4.19
G-42,2626,SSS,Ian Alonzo,Male,4.52
G-42,1925,EEE,Ivy Lim,Female,4.03
G-42,2482,CCDS,Jacob Young,Male,3.95
G-42,1016,CoE,James Martinez,Male,4.22
G-42,5172,EEE,Jasmine Putri,Female,4.3
G-42,2005,CoB (NBS),Jin-Ho Park,Male,4.2
G-42,4418,CCDS,Kevin Patel,Male,3.9
G-42,3482,SoH,Kiran Sethi,Male,4.11
G-42,4204,ADM,Koa Wu,Male,4.07
G-42,1758,SSS,Laila Khan,Female,4.03
G-42,5180,EEE,Lina Agustina,Female,3.85
G-42,1691,CCEB,Ling Hua,Female,3.89
G-42,782,LKCMedicine,Lola Lin,Female,4.23
G-42,963,CCDS,Luca Walker,Male,4.02
G-42,3131,SSS,Mackenzie Dela Cruz,Female,3.93
G-42,5053,SBS,Mai Ngo,Female,4.01
G-42,5438,CCDS,Mikayla Lin,Female,4.15
G-42,1745,CCDS,Nai Li,Male,4.19
G-42,2808,CCEB,Nina Morales,Female,4.15
G-42,3936,SPMS,Nisha Reddy,Female,4.12
G-42,2237,CoE,Obi Prabowo,Male,4
G-42,2836,NIE,Rina Iyer,Female,4.08
G-42,5739,EEE,Riya Patil,Female,4.14
G-42,4785,CoB (NBS),Ryan Yang,Male,4.09
G-42,4884,EEE,Sanya Sharma,Female,3.88
G-42,4306,SoH,Sienna Martinez,Female,4.01
G-42,1606,SSS,Sonali Singh,Female,4.27
G-42,3639,CCDS,Sonia Mehta,Female,4
G-42,1312,CoB (NBS),Sophia Brown,Female,4.52
G-42,5316,MAE,Suresh Iyer,Male,3.88
G-42,282,MSE,Tanvi Desai,Female,4.04
G-42,5592,SPMS,Tristan King,Male,4.19
G-42,3641,MAE,Victor Parker,Male,4.02
G-43,1981,CoB (NBS),Ada Tan,Female,4.2
G-43,105,MSE,Aditi Singh,Female,4.11
G-43,5114,NIE,Amber Tan,Female,4.04
G-43,1737,SBS,Asim Hussain,Male,4.17
G-43,1724,MAE,Ava Brown,Female,4.14
G-43,4593,CoE,Ben Wong,Male,4.09
G-43,5784,SoH,Chandra Menon,Male,3.89
G-43,5978,MSE,Da Huang,Female,4.15
G-43,933,CEE,Danish Malik,Male,4.02
G-43,2936,CCDS,David Wright,Male,4.22
G-43,5374,CoE,Deepak Kumar,Male,4.22
G-43,3244,CCEB,Evan Lewis,Male,4.09
G-43,5518,CCEB,Gavin Ramirez,Male,4.09
G-43,2835,NIE,Gita Menon,Female,4.12
G-43,5476,CCDS,Grace Campbell,Female,4.1
G-43,573,SoH,Hao Zhi Lim,Male,4
G-43,4223,CCDS,Hugo Cruz,Male,4.14
G-43,3385,SSS,Hui Mei,Female,4.2
G-43,3358,ASE,Isaac Green,Male,3.9
G-43,5157,CoE,Isaiah Huang,Male,4.11
G-43,3833,LKCMedicine,Jackson Yip,Male,4.02
G-43,2106,CoB (NBS),Jaxon Martin,Male,4.06
G-43,5780,SPMS,Jin Xiu,Male,4.03
G-43,2960,SoH,Kade Young,Male,3.92
G-43,4138,CoB (NBS),Kanghao,Female,4.25
G-43,3461,MSE,Kayla Rivera,Female,4.11
G-43,5969,CoE,Ke Wang,Male,4.08
G-43,5366,EEE,Kendra Zhao,Female,4.03
G-43,2930,EEE,Khadija Waseem,Female,4.03
G-43,903,SPMS,Kiran Gupta,Male,4.01
G-43,5990,CEE,Kiran Tan,Female,4.05
G-43,3173,CCEB,Koh Wei,Male,4
G-43,1961,CCDS,Lana Wong,Female,4.06
G-43,1278,CCDS,Liam Patel,Male,4.03
G-43,5812,EEE,Min Zhu,Female,4.1
G-43,4838,CEE,Nadeem Khan,Male,4.14
G-43,3110,MAE,Nugroho Setyawan,Male,4.2
G-43,3095,CoB (NBS),Pooja Bansal,Female,4.09
G-43,2170,EEE,Rina Sharma,Female,4.02
G-43,1764,MAE,Ruiqi,Female,4
G-43,4416,SPMS,Sara Li,Female,4.11
G-43,5011,MAE,Shiv Kumar,Male,4.03
G-43,4824,CoB (NBS),Sophie Ong,Female,4.02
G-43,3403,CoB (NBS),Takumi Nakamura,Male,4.08
G-43,767,WKW SCI,Taro Watanabe,Male,4.02
G-43,4271,ADM,Vincent King,Male,4.18
G-43,1217,CCDS,Xia Yu,Female,4.1
G-43,2252,ADM,Yasmin Rahmadani,Female,4.15
G-43,667,CCDS,Zara Latif,Female,4.06
G-43,133,CCDS,Zhi Qi Tan,Male,4.05
G-44,2520,MAE,Aditi Joshi,Female,4.52
G-44,4651,CoB (NBS),Aiko Fujimoto,Female,4.1
G-44,1337,MAE,Alina Iqbal,Female,4
G-44,546,SPMS,An Pham,Female,4.12
G-44,5304,CCDS,Anika Mehta,Female,4.19
G-44,5472,CCEB,Aria Smith,Female,4.12
G-44,3789,EEE,Asher Wu,Male,3.92
G-44,391,SBS,Ava Kim,Female,4.2
G-44,4038,EEE,Chen Xiang,Male,4.2
G-44,4541,MAE,Christian Peterson,Male,4.14
G-44,1816,CCDS,Dorian Morales,Male,4.15
G-44,5513,EEE,Elena Wong,Female,4.12
G-44,3824,MAE,Eli,Female,3.9
G-44,306,CoE,Elijah Wilson,Male,4.23
G-44,4634,CoB (NBS),Evelyn Lim,Female,4.12
G-44,1802,SoH,Gabriel Diaz,Male,4.12
G-44,1236,SoH,Isaac Koh,Male,4.15
G-44,4846,CCEB,Isaiah Cooper,Male,4.02
G-44,702,SBS,Jin Xiu,Female,4.11
G-44,1401,EEE,Kiran Lee,Female,3.95
G-44,30,MAE,Leo Wilson,Male,4.19
G-44,2477,CoB (NBS),Lillian Kelly,Female,4.15
G-44,3315,CoE,Ling Feng,Male,4.04
G-44,2157,EEE,Mahesh Babu,Male,4.19
G-44,3745,EEE,Matthew Wu,Male,4.01
G-44,3312,EEE,Milo Zhao,Male,4.2
G-44,2525,MAE,Ming Zhao,Male,4.15
G-44,2707,SoH,Nguyen Quoc Duy,Male,4.18
G-44,944,CoB (NBS),Nora Baker,Female,3.95
G-44,4254,EEE,Oliver Lopez,Male,4.04
G-44,3860,EEE,Patricia Lim,Female,4.09
G-44,1548,SSS,Quincy Ong,Male,3.92
G-44,1355,CoB (NBS),Rafael Mendoza,Male,4.15
G-44,3801,ASE,Rehan Khan,Male,4.08
G-44,3040,CCDS,Rinawati Rahim,Male,4.02
G-44,2036,SBS,Sadaf Iqbal,Female,4.05
G-44,2923,ADM,Sanjay Verma,Male,4
G-44,5422,ADM,Suresh Kumar,Male,4.1
G-44,503,CoB (NBS),Tae-Woo Lee,Male,4.16
G-44,1894,MAE,Taojie,Male,4.05
G-44,4372,ADM,Una Ningsih,Female,4.05
G-44,1201,CoE,Valeria Ivanova,Female,4.19
G-44,140,CCDS,Willa Howard,Female,4.19
G-44,5715,SPMS,Wyatt Campbell,Male,4.12
G-44,2247,SoH,Xia Li,Female,4.22
G-44,1539,WKW SCI,Xue Liu,Female,4.08
G-44,5818,CCDS,Zara Yang,Female,4.12
G-44,5709,SBS,Zeenat Awan,Female,3.93
G-44,1166,LKCMedicine,Zhihao Wang,Male,4.12
G-44,4872,SBS,Zoe Adams,Female,4.14
G-45,2843,CoB (NBS),Abby Cooper,Female,4.18
G-45,5142,CCDS,Ahmad Hassan,Male,4.11
G-45,2661,CEE,Aiden Tan,Male,4.12
G-45,1376,CoB (NBS),Alina Shah,Female,3.88
G-45,908,EEE,Aliya Khan,Female,4.02
G-45,4659,MAE,Anu Rao,Female,4.12
G-45,64,CCEB,Ava Carter,Female,3.97
G-45,1746,CoB (NBS),Ava Harris,Female,4.03
G-45,5954,CCDS,Beatrice Kwan,Female,4.02
G-45,2084,CCDS,Bingqi,Female,4.2
G-45,599,MAE,Cahya Sari,Female,4.25
G-45,2995,LKCMedicine,Charlie Wong,Male,4.05
G-45,5701,ASE,Charlotte Moore,Female,4.06
G-45,2193,SSS,Charlotte Perez,Female,4.19
G-45,1153,CoB (NBS),Coco Tan,Female,4.14
G-45,948,SSS,Elliot Lim,Male,3.89
G-45,2136,SPMS,Erik Yudhi,Male,4.05
G-45,4178,CoB (NBS),Fikri Bin Ali,Male,4.15
G-45,5516,CCEB,Gianna Kim,Female,4.26
G-45,3620,CCEB,Hana Nishida,Female,4.12
G-45,2684,SPMS,Isabella Tan,Female,4.05
G-45,1699,ASE,Jesse Mendoza,Male,4.11
G-45,4745,CoB (NBS),Kang Wei Lim,Male,4.15
G-45,4727,CCEB,Kartik Subramanian,Male,3.95
G-45,4168,CoB (NBS),Kavita Gupta,Female,4.22
G-45,566,CoB (NBS),Kou Suzuki,Male,4.1
G-45,421,CoB (NBS),Lacey Tsai,Female,4.09
G-45,674,MAE,Leah Liu,Female,4.03
G-45,5942,SBS,Lincoln Yang,Male,4.19
G-45,950,CoB (NBS),Luka Brown,Male,4.12
G-45,2747,CCDS,Mara Dela Cruz,Female,4.05
G-45,3496,EEE,Maya Lim,Female,4.03
G-45,4071,SSS,Molly Pineda,Female,3.9
G-45,1096,SoH,Neha Bhatia,Female,3.89
G-45,4328,EEE,Nguyen Thi Kim,Female,3.88
G-45,4878,CCDS,Nurul Huda,Female,4.2
G-45,1458,SSS,Rachael Tan,Female,3.7
G-45,4956,CoB (NBS),Rahul Khanna,Male,3.88
G-45,4609,SBS,Saanvi Rao,Female,4.12
G-45,4389,LKCMedicine,Sarah Taylor,Female,4.15
G-45,1352,SPMS,Sidharth Malhotra,Male,4
G-45,3817,MAE,Theo Campbell,Male,4.12
G-45,1766,EEE,Tu Le,Female,4.03
G-45,4987,SPMS,Tuan Le,Male,4.01
G-45,2438,WKW SCI,Ulysses Mitchell,Male,4.06
G-45,1051,NIE,Vince Wong,Male,4.07
G-45,2262,CCEB,Wei Zhang,Male,4.03
G-45,5215,CCDS,Winston Santos,Male,4.02
G-45,1257,SBS,Winston Wong,Male,4.19
G-45,5837,EEE,Yun Cheng,Male,4.04
G-46,4371,EEE,Ashley Thompson,Female,3.91
G-46,3092,CCEB,Beckett Lee,Male,4.09
G-46,3663,ADM,Cora Tsai,Female,3.96
G-46,5543,SBS,Dahlia Li,Female,4.15
G-46,4636,CoB (NBS),Daniel Hall,Male,4.01
G-46,160,NIE,Dante Huang,Male,4.09
G-46,5437,SBS,Dina Binti Azhar,Female,4.1
G-46,3250,EEE,Dmitry Grigoriev,Male,4.06
G-46,243,MAE,Elijah Scott,Male,4.11
G-46,3279,CoB (NBS),Elizaveta Semyonova,Female,3.9
G-46,4982,CCDS,Ella Davis,Female,3.89
G-46,442,SPMS,Fiona Lim,Female,4.1
G-46,1868,SPMS,Harrison Chen,Male,3.88
G-46,994,CCDS,Haruna Ito,Female,4.14
G-46,5811,CoB (NBS),Isabella Wright,Female,3.9
G-46,5336,SSS,Isha Rao,Female,4.12
G-46,3640,SoH,James Griffin,Male,4.06
G-46,307,SSS,Josh Tan,Male,3.9
G-46,3564,CEE,Kiran Sharma,Male,4.22
G-46,2617,CoE,Kwan-Jin Park,Male,4.12
G-46,825,CEE,Leah Wong,Female,3.86
G-46,4702,CCDS,Leonard Wong,Male,4.2
G-46,3421,CoB (NBS),Lianhua,Male,3.9
G-46,3911,ADM,Lila Hayes,Female,4.06
G-46,1549,SBS,Mabel Tsai,Female,4.02
G-46,4151,CCEB,Madiha Bukhari,Female,4.14
G-46,1597,EEE,Minghao,Male,4.02
G-46,5735,LKCMedicine,Nadia Binti Zain,Male,4.97
G-46,3969,CEE,Nash Lee,Male,4.02
G-46,5975,CoB (NBS),Nikita Alexeyev,Male,4.17
G-46,2174,CCDS,Owais Javed,Male,4.05
G-46,2421,MSE,Pallavi Jain,Female,3.85
G-46,1518,MAE,Penny Yip,Female,4.09
G-46,4228,MAE,Quincy Turner,Male,4.21
G-46,5963,SBS,Rachael Chang,Female,4.14
G-46,4409,SBS,Rakesh Nair,Male,3.9
G-46,1080,CCDS,Rania Sulaiman,Female,4.12
G-46,1297,MAE,Sabrina Chen,Female,4.03
G-46,1283,SSS,Sakshi Gupta,Female,3.87
G-46,3850,CoB (NBS),Shila Binti Zain,Female,4
G-46,3199,EEE,Shreya Choudhury,Female,4.27
G-46,4683,CCEB,Shunwei,Female,3.95
G-46,351,CoB (NBS),Sophie Johnson,Female,4.01
G-46,3323,ADM,Tian Li,Male,4.03
G-46,1594,CEE,Wenyi,Male,4
G-46,834,CCEB,Wyatt Johnson,Male,3.85
G-46,2290,NIE,Wyatt Ward,Male,4.07
G-46,4162,WKW SCI,Yong Wei Tan,Male,4.05
G-46,4529,SoH,Zane Huang,Male,4.14
G-46,5087,CoB (NBS),Zeeshan Muneeb,Male,4.2
G-47,2543,CCEB,Chloe Ward,Female,4.02
G-47,5359,CCDS,Chris Young,Male,3.91
G-47,2100,CoE,David Wright,Male,4.22
G-47,2893,CoB (NBS),Eleanor Morales,Female,4.03
G-47,2357,SSS,Emily Powell,Female,3.85
G-47,4804,CCEB,Ethan Hall,Male,4.03
G-47,91,SSS,Exiang,Male,4.17
G-47,896,EEE,Fenny Widianti,Female,4.2
G-47,5267,CoE,Finn Liu,Male,4.15
G-47,713,SoH,Gina Permata,Female,4.15
G-47,5246,CEE,Jae Min Lim,Male,4.15
G-47,5872,CoE,James Lewis,Male,3.95
G-47,1504,EEE,Jett Liu,Male,4.19
G-47,5005,SoH,Julian Bennett,Male,4.11
G-47,4442,ASE,Kamal Nair,Male,4.06
G-47,770,CoB (NBS),Kiran Yadav,Male,3.91
G-47,5184,MAE,Kishore Iyer,Male,4.15
G-47,5646,SSS,Leila Rahman,Female,4.01
G-47,4524,CoB (NBS),Lily Gonzalez,Female,3.92
G-47,2592,SSS,Lily Rivera,Female,4.13
G-47,4900,CCDS,Maddox Hughes,Female,4.08
G-47,4523,MAE,Madiha Khan,Female,4.14
G-47,2487,EEE,Madison Baker,Female,4.22
G-47,5594,CoE,Naina Bhatia,Female,4.02
G-47,3082,SPMS,Nazim Bin Ali,Male,4.15
G-47,3724,CCDS,Nguyen Van Khoa,Male,4.01
G-47,3601,NIE,Noel Wu,Male,4.05
G-47,2467,SPMS,Nora Turner,Female,4.03
G-47,2118,SPMS,Oscar Harris,Male,3.95
G-47,2227,MAE,Parker Cruz,Male,4.1
G-47,914,WKW SCI,Priti Yeo,Female,3.93
G-47,1399,MAE,Rajiv Singh,Male,4.14
G-47,528,SBS,Rani Malik,Female,4.11
G-47,4413,CCEB,Sakura Tanaka,Female,4.2
G-47,1681,WKW SCI,Samuel White,Male,3.91
G-47,5903,ADM,Scarlett Coleman,Female,4.1
G-47,3286,ADM,Si Min Tan,Female,4
G-47,2274,MAE,Sienna Allen,Female,4.22
G-47,4985,EEE,Sienna Morales,Female,4
G-47,5156,CCDS,Sophia Wilson,Female,3.9
G-47,4831,CCEB,Subhash Yadav,Male,4.05
G-47,1275,MAE,Tanner Mendoza,Male,4.1
G-47,810,EEE,Tarun Khanna,Male,4.02
G-47,5057,SSS,Violet Simpson,Female,4.01
G-47,5460,CCDS,Vivian Chen,Female,4.12
G-47,517,SBS,Willa Reed,Female,4.1
G-47,1687,CoB (NBS),Yoshio Suzuki,Male,3.88
G-47,2476,ASE,Zainab Ali,Female,4.03
G-47,3773,CoE,Zeenat Malik,Female,4.18
G-47,3866,CCDS,Zeke Villanueva,Male,3.86
G-48,5351,CCEB,Aira Binti,Female,4.79
G-48,98,CCEB,Aisha Chen,Female,4.08
G-48,5613,SoH,Aldina Putri,Female,4
G-48,3549,EEE,Alya Dwi,Female,4.1
G-48,5738,MAE,Amber Lee,Female,4.14
G-48,1195,MSE,Asher Liu,Male,4.22
G-48,2371,NIE,Ava Lim,Female,4.2
G-48,3419,CoB (NBS),Caleb White,Male,4.16
G-48,4273,NIE,Callum Williams,Male,3.87
G-48,3422,ADM,Dante Lee,Male,4.08
G-48,1842,CoB (NBS),Destiny Li,Female,4.19
G-48,3126,CCEB,Emma Rodriguez,Female,4.15
G-48,5977,CCEB,Emma Zhang,Female,4.1
G-48,777,CCEB,Freya Brown,Female,4.11
G-48,5674,EEE,Gavin Thompson,Male,3.9
G-48,4470,EEE,Greg Tsang,Male,4.02
G-48,1064,CCDS,Guntur Wibowo,Male,4.2
G-48,5930,SSS,Hannah King,Female,4.14
G-48,42,CoB (NBS),Harper Garcia,Female,4.05
G-48,4990,MAE,Harrison Moore,Male,4.15
G-48,5373,EEE,Huifen,Male,4.2
G-48,3103,EEE,Isaac Clark,Male,4.07
G-48,2116,CCDS,James Wong,Male,4.1
G-48,501,SSS,Jasmine Chan,Female,4
G-48,774,CEE,Kade Young,Male,4.05
G-48,324,CoB (NBS),Khadija Ali,Female,4.01
G-48,1157,MAE,Li Xuan Tan,Male,4.3
G-48,2757,MAE,Liam Young,Male,4.11
G-48,2645,CoB (NBS),Logan Scott,Male,4.22
G-48,4539,CCEB,Maya Lee,Female,4.09
G-48,5937,LKCMedicine,Mei Zhen Goh,Female,4
G-48,5287,CoB (NBS),Nadia Tan,Female,4.25
G-48,1372,SBS,Naila Zainal,Female,3.9
G-48,4644,CoB (NBS),Naresh Yadav,Male,4.12
G-48,1193,MAE,Neha Kumar,Female,4.02
G-48,1432,CoB (NBS),Nitin Mehta,Male,4.14
G-48,2323,CEE,Oscar Cheung,Male,4.11
G-48,3019,MSE,Qomariyah Ningsih,Female,4.3
G-48,1776,ASE,Quinn Adams,Male,4.14
G-48,532,MAE,Siddharth Gupta,Male,4.22
G-48,2287,CCEB,Soo-Hyun Kim,Female,4.13
G-48,1378,SBS,Timothy Tan,Male,3.95
G-48,4102,CoB (NBS),Veda Chen,Female,3.96
G-48,3602,LKCMedicine,Victor Wong,Male,4.04
G-48,3920,CCDS,Wren Flores,Female,4.12
G-48,1850,MAE,Wyatt Tan,Male,4.18
G-48,5035,CoB (NBS),Yara Ali,Female,4.04
G-48,1598,CCDS,Yin Wei,Male,4.18
G-48,5542,CCDS,Zayden Scott,Male,4.03
G-48,3117,ADM,Zeus Yang,Male,4.15
G-49,3142,MAE,Aida Binti Omar,Female,4.05
G-49,4068,CCDS,Arif Waseem,Male,4.08
G-49,545,CEE,Arvind Sharma,Male,4.03
G-49,4767,EEE,Bella Lin,Female,4.03
G-49,1190,EEE,Bella Wright,Female,4.2
G-49,3744,EEE,Chester Lim,Male,4
G-49,1815,ADM,David Simmons,Male,4.3
G-49,4382,CCDS,Elaine Lim,Female,4.08
G-49,2055,CCDS,Ethan Ramirez,Male,4.11
G-49,1697,CCDS,Fanny Tan,Female,4.1
G-49,2546,CoE,Ilya Petrovich,Male,4.11
G-49,5777,MAE,Jia Yu,Female,4.02
G-49,4622,SBS,Kanika Verma,Female,4.26
G-49,1119,CoB (NBS),Kong Jian,Male,4.1
G-49,1325,MSE,Leah Li,Female,4.15
G-49,5585,SBS,Leonardo Wu,Male,4.2
G-49,3299,SoH,Levi Edwards,Male,4.05
G-49,3515,CoB (NBS),Liam Davis,Female,4.09
G-49,1733,CCDS,Lucas Huang,Male,4.12
G-49,335,CCEB,Lydia Lim,Female,4.15
G-49,260,EEE,Manish Singh,Male,4.26
G-49,4947,WKW SCI,Marwan Bin Ali,Male,4.1
G-49,5129,CEE,Mason Jackson,Male,4.09
G-49,1065,SSS,Mia Johnson,Female,4.25
G-49,5546,SSS,Molly Tan,Female,4.05
G-49,1006,EEE,Nadia Khan,Female,3.91
G-49,559,CoB (NBS),Natsuki Sakamoto,Female,4.01
G-49,1373,SSS,Neha Desai,Female,4.03
G-49,3425,CoB (NBS),Nina Kaur,Female,4.04
G-49,1615,CoB (NBS),Nina Ong,Female,3.93
G-49,5130,CCEB,Nina Wu,Female,4.05
G-49,2366,EEE,Noble Huang,Male,3.93
G-49,4536,CEE,Olivia Tam,Female,4.04
G-49,3044,CCDS,Owen Villanueva,Male,4.22
G-49,25,CoB (NBS),Panshi,Female,4.05
G-49,4666,EEE,Pranav Nair,Male,3.89
G-49,5149,MAE,Rabia Iqbal,Female,4.1
G-49,3767,LKCMedicine,Rachel Tan,Female,4.01
G-49,1656,CoB (NBS),Riya Sinha,Female,4.02
G-49,4850,MAE,Rizqi Bin Mohd,Female,4.05
G-49,4326,CoB (NBS),Robert Davis,Male,4.21
G-49,5361,CoE,Rocco Wu,Male,4.14
G-49,1253,CCDS,Sami Ali,Female,4.17
G-49,5428,ASE,Serena Lee,Female,3.85
G-49,2587,CoB (NBS),Shalini Patel,Female,4.14
G-49,1340,SBS,Tina Wei,Female,4.11
G-49,5881,MAE,Vani Patil,Female,4.12
G-49,883,CoB (NBS),Vladimir Sergeyev,Male,4.12
G-49,5344,NIE,Wei Jie,Male,3.9
G-49,4708,CEE,Zayn Malik,Male,4.08
G-5,3226,ASE,Aarav Patel,Male,3.9
G-5,1922,CCEB,Ananya Choudhury,Female,4.03
G-5,4333,MSE,Anthony Parker,Male,4.1
G-5,975,ADM,Anushka Desai,Female,3.96
G-5,1018,CCEB,Aria Morales,Female,4.26
G-5,1976,NIE,Christopher Harris,Male,4.05
G-5,2961,SBS,Danying,Female,4.05
G-5,2309,EEE,Dmitri Andreev,Male,4.03
G-5,5912,MAE,Dorian Wu,Male,4.14
G-5,2801,SPMS,Dorian Wu,Male,4.22
G-5,4766,CoB (NBS),Dylan Kim,Male,4.16
G-5,1387,WKW SCI,Elijah Clark,Male,4.04
G-5,2316,EEE,Exiang,Male,3.95
G-5,2171,WKW SCI,Gavin Carter,Male,3.94
G-5,2028,EEE,Harlow Diaz,Female,4.12
G-5,3798,CoB (NBS),Hassan Bin Yusof,Male,4
G-5,1048,SPMS,Imogen Butler,Female,4.14
G-5,5026,EEE,Jamal Bin Rahman,Male,4.1
G-5,5755,CCDS,Katherine Lim,Female,3.88
G-5,192,SSS,Layla Chen,Female,4.21
G-5,1674,CCDS,Liam Reyes,Male,4.14
G-5,4931,SPMS,Lucas White,Male,4.06
G-5,999,CoE,Marcus Turner,Male,3.88
G-5,5732,SSS,Michelle Kwan,Female,4.18
G-5,1784,CCEB,Nadia Chai,Female,4.03
G-5,614,EEE,Naomi Tanaka,Female,3.9
G-5,5658,CoB (NBS),Nisha Tan,Female,4.21
G-5,3341,CCDS,Olive Li,Female,4.01
G-5,4015,LKCMedicine,Priya Rao,Female,3.95
G-5,564,CoB (NBS),Qi Wang,Female,4.25
G-5,2383,CCDS,Rebecca Lee,Female,4.05
G-5,385,SPMS,Rhea Joshi,Female,4.2
G-5,4569,MSE,Rina Sato,Female,4.19
G-5,1952,EEE,Riya Ali,Female,4.15
G-5,938,CoB (NBS),Ryan Hall,Male,3.88
G-5,5788,CoE,Samantha Taylor,Female,4.16
G-5,5445,CoB (NBS),Samuel Huang,Male,4.19
G-5,3227,EEE,Savannah Hayes,Female,3.9
G-5,5044,CoB (NBS),Shu Zhang,Female,4.01
G-5,554,EEE,Sophie Zhou,Female,4.11
G-5,776,CoB (NBS),Suhana Roy,Female,4.2
G-5,5290,MSE,Tanya Qureshi,Female,3.95
G-5,2825,SoH,Tatiana Morozova,Female,4.11
G-5,5458,CCDS,Tian Gao,Male,4.48
G-5,5047,MAE,Victoria Ward,Female,4
G-5,1336,CCDS,Wendy Wong,Female,4.18
G-5,3231,CCDS,Xiaofang,Female,4.15
G-5,2025,CoB (NBS),Xue Rui,Female,3.8
G-5,4472,CoB (NBS),Ying Chen,Female,4.22
G-5,1246,SSS,Yue Zhang,Female,4.07
G-50,1306,SSS,Amy Yeo,Female,3.85
G-50,5526,CEE,Anjali Verma,Female,4.14
G-50,928,EEE,Arjun Bansal,Male,4.17
G-50,5382,LKCMedicine,Arun Nair,Male,4.16
G-50,398,EEE,Asad Malik,Male,4.11
G-50,4833,EEE,Ayu Dwi,Female,4.3
G-50,1503,EEE,Benjamin White,Male,4.06
G-50,2957,CCDS,Bingwen,Female,4.05
G-50,53,MAE,Bria Ong,Female,4.14
G-50,4298,SoH,Cheng Yi,Male,4.12
G-50,1783,CCDS,Ciara Lim,Female,4.79
G-50,4312,CCDS,Daryl Lee,Male,4.17
G-50,3979,LKCMedicine,Deepti Sharma,Female,4.05
G-50,3310,SoH,Derek Lee,Male,4.12
G-50,4918,NIE,Emma Brown,Female,4.02
G-50,5688,SoH,Fatimah Binti Ahmad,Female,3.75
G-50,1679,EEE,Freya Murphy,Female,4.02
G-50,5108,EEE,Gavin Adams,Male,4.01
G-50,2959,CCDS,Gavin Wright,Male,4.04
G-50,3815,EEE,Hafiz Bin Abdul,Male,4.2
G-50,1513,CEE,Haibin Zhao,Male,4.06
G-50,3210,SSS,Hannah Jenkins,Female,4.02
G-50,562,CCDS,Hua Ling,Female,4.09
G-50,1966,CCEB,Jay Lim,Male,4.21
G-50,5718,CoB (NBS),Jonathan Ramirez,Male,4.18
G-50,2683,CEE,Karan Nair,Male,4.17
G-50,1092,WKW SCI,Kiran Reddy,Male,4.19
G-50,5899,CoB (NBS),Kirti Sharma,Female,4.02
G-50,1522,CoB (NBS),Lana Garcia,Female,4.14
G-50,871,SSS,Layla Baker,Female,4
G-50,5682,EEE,Leo Chan,Male,4.04
G-50,3526,CCDS,Levi Tan,Male,3.92
G-50,2207,NIE,Liam Johnson,Male,4.14
G-50,1323,CCDS,May Li,Female,4.15
G-50,2869,CCEB,Natasha Singh,Female,4.2
G-50,3324,SoH,Nikhil Bansal,Male,4.17
